,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1005,17,Thompson View,Joe,Gordon,49,Partner,Single,Male,"Engineer, materials",None,None
1006,17,Thompson View,Barry,Ellis,11,Son,NA,Male,Student,None,NA
1007,17,Thompson View,Gerard,Ellis,10,Son,NA,Male,Student,Physical Disability,NA
1008,17,Thompson View,Rebecca,Ellis,7,Daughter,NA,Female,Student,None,NA
1009,18,Thompson View,Georgia,Clarke,48,Head,Divorced,Female,Unemployed,None,Methodist
1010,18,Thompson View,Iain,Clarke,14,Son,NA,Male,Student,None,NA
1011,18,Thompson View,Carolyn,Clarke,13,Daughter,NA,Female,Student,None,NA
1012,18,Thompson View,Maria,Clarke,9,Daughter,NA,Female,Student,None,NA
1013,18,Thompson View,Charles,Clarke,7,Son,NA,Male,Student,None,NA
1014,19,Thompson View,Karen,Duncan,64,Head,Single,Female,Commercial art gallery manager,None,None
1015,19,Thompson View,Charlotte,Morris,30,None,Single,Female,"Sound technician, broadcasting/film/video",None,None
1016,19,Thompson View,Amber,Parker,63,None,Single,Female,Unemployed,None,None
1017,19,Thompson View,Jeffrey,Hall,35,None,Single,Male,"Education officer, community",None,Catholic
1018,19,Thompson View,Helen,James,27,None,Single,Female,Field seismologist,None,None
1019,20,Thompson View,Bradley,Jones,54,Head,Married,Male,"Designer, television/film set",None,Christian
1020,20,Thompson View,Katie,Jones,47,Wife,Married,Female,"Education officer, museum",None,None
1021,20,Thompson View,Colin,Jones,19,Step-Son,Single,Male,University Student,None,None
1022,20,Thompson View,Katie,Gray,16,Step-Daughter,NA,Female,Student,None,NA
1023,20,Thompson View,Louise,Gray,10,Step-Daughter,NA,Female,Student,None,NA
1024,20,Thompson View,Sophie,Brown-Gray,3,Step-Daughter,NA,Female,Child,None,NA
1025,20,Thompson View,Kelly,Singh,1,Step-Daughter,NA,Female,Child,None,NA
1026,21,Thompson View,Lisa,Sheppard,40,Head,Married,Female,Medical laboratory scientific officer,None,Christian
1027,21,Thompson View,Michael,Sheppard,37,Husband,Married,Male,Unemployed,None,Christian
1028,21,Thompson View,Mary,Walker-Sheppard,21,Daughter,Single,Female,University Student,None,None
1029,21,Thompson View,Rachael,Walker-Sheppard,21,Daughter,Divorced,Female,University Student,None,Christian
1030,21,Thompson View,Richard,Walker-Sheppard,10,Son,NA,Male,Student,None,NA
1031,22,Thompson View,Sylvia,George-Webb,59,Head,Married,Female,"Research officer, government",None,None
1032,22,Thompson View,Ross,George-Webb-Anderson,63,Husband,Married,Male,Ship broker,None,None
1033,22,Thompson View,Abbie,George-Webb-Anderson,31,Daughter,Divorced,Female,Theatre manager,None,None
1034,22,Thompson View,Jordan,George-Webb-Anderson,26,Son,Single,Male,Agricultural consultant,None,None
1035,22,Thompson View,Brandon,George-Webb-Anderson,22,Son,Single,Male,University Student,None,None
1036,22,Thompson View,Ricky,Bailey-George-Webb-Anderson,11,Son,NA,Male,Student,None,NA
1037,23,Thompson View,Michelle,Bradley,57,Head,Married,Female,"Buyer, retail",None,None
1038,23,Thompson View,Bradley,Bradley,59,Husband,Married,Male,"Surveyor, planning and development",None,None
1039,23,Thompson View,Bryan,Bradley,15,Son,NA,Male,Student,None,NA
1040,23,Thompson View,Marian,Bradley,14,Daughter,NA,Female,Student,None,NA
1041,23,Thompson View,Shaun,Bradley,14,Son,NA,Male,Student,None,NA
1042,24,Thompson View,Jane,Bruce,61,Head,Single,Female,Financial planner,None,Christian
1043,24,Thompson View,Tom,Booth,59,Partner,Single,Male,Electrical engineer,None,Christian
1044,24,Thompson View,Alice,Bruce,28,Daughter,Single,Female,Sports administrator,None,Christian
1045,24,Thompson View,Laura,Bruce,25,Daughter,Single,Female,Claims inspector/assessor,None,None
1046,24,Thompson View,Wendy,Wood,9,Daughter,NA,Female,Student,None,NA
1047,25,Thompson View,Kayleigh,Green,72,Head,Married,Female,Retired Secondary school teacher,None,Christian
1048,25,Thompson View,Keith,Green,75,Husband,Married,Male,Retired Financial trader,None,None
1049,25,Thompson View,Adam,Green,44,Son,Single,Male,Information systems manager,None,Christian
1050,25,Thompson View,Craig,Green,43,Son,Divorced,Male,Unemployed,None,Christian
1051,25,Thompson View,Charlene,Green,40,Daughter,Single,Female,Regulatory affairs officer,None,Christian
1052,26,Thompson View,Caroline,Saunders,61,Head,Divorced,Female,Unemployed,None,None
1053,26,Thompson View,Janet,Saunders,42,Daughter,Single,Female,"Psychologist, forensic",None,None
1054,26,Thompson View,Andrea,Saunders,40,Daughter,Divorced,Female,"Development worker, international aid",None,None
1055,26,Thompson View,Timothy,Saunders,39,Son,Divorced,Male,Exercise physiologist,None,None
1056,26,Thompson View,Clare,Saunders,36,Daughter,Single,Female,Illustrator,None,None
1057,26,Thompson View,Bernard,Saunders,32,Son,Single,Male,"Engineer, energy",None,None
1058,26,Thompson View,Joyce,Saunders,29,Daughter,Divorced,Female,Contracting civil engineer,None,None
1059,27,Thompson View,Yvonne,Carter,50,Head,Single,Female,"Journalist, newspaper",None,Catholic
1060,27,Thompson View,Lawrence,Kelly,42,None,Single,Male,Fish farm manager,None,Catholic
1061,27,Thompson View,Leslie,Williams,29,None,Single,Male,Public house manager,None,Methodist
1062,27,Thompson View,Bryan,Griffiths,36,None,Single,Male,"Social research officer, government",None,Catholic
1063,27,Thompson View,Nicole,Hunt,26,None,Single,Female,Fitness centre manager,None,Methodist
1064,28,Thompson View,Beth,Smith,37,Head,Married,Female,Intelligence analyst,None,Christian
1065,28,Thompson View,Clifford,Smith,37,Husband,Married,Male,Energy engineer,None,Christian
1066,28,Thompson View,Roy,Smith,5,Son,NA,Male,Student,None,NA
1067,28,Thompson View,Arthur,Smith,2,Son,NA,Male,Child,None,NA
1068,28,Thompson View,Francis,Sinclair,47,Lodger,Single,Male,"Engineer, civil (consulting)",None,Methodist
1069,29,Thompson View,Kayleigh,Rose,34,Head,Married,Female,Medical physicist,None,None
1070,29,Thompson View,Neil,Rose,35,Husband,Married,Male,Lexicographer,None,None
1071,29,Thompson View,Samantha,Rose,2,Daughter,NA,Female,Child,None,NA
1072,29,Thompson View,Abbie,Taylor,25,Sibling,Single,Female,Trade mark attorney,None,None
1073,29,Thompson View,Paige,Franklin,34,Lodger,Divorced,Female,Web designer,None,Christian
1074,30,Thompson View,Cheryl,Smith,51,Head,Married,Female,Chartered certified accountant,None,Methodist
1075,30,Thompson View,Philip,Smith,52,Husband,Married,Male,Claims inspector/assessor,None,None
1076,30,Thompson View,Mohamed,Smith,26,Son,Single,Male,English as a foreign language teacher,None,Methodist
1077,30,Thompson View,Jennifer,Smith,23,Daughter,Divorced,Female,Physiotherapist,None,None
1078,30,Thompson View,Jane,Smith,22,Daughter,Widowed,Female,University Student,None,None
1079,31,Thompson View,Heather,Leonard,22,Head,Single,Female,University Student,None,Muslim
1080,31,Thompson View,Tracy,Gibbs,46,None,Divorced,Female,Plant breeder/geneticist,None,Christian
1081,31,Thompson View,Jason,Lowe,59,None,Single,Male,Professor Emeritus,None,Christian
1082,31,Thompson View,Lesley,Scott,53,None,Single,Female,"Nurse, mental health",None,Christian
1083,31,Thompson View,Tina,Rice,54,None,Single,Female,Futures trader,None,Catholic
1084,32,Thompson View,Shirley,Day,80,Head,Married,Female,Retired Government social research officer,None,Christian
1085,32,Thompson View,Dale,Day,79,Husband,Married,Male,Retired Broadcast engineer,None,None
1086,32,Thompson View,Marie,Brown,53,None,Married,Female,Patent examiner,None,Christian
1087,32,Thompson View,Dominic,Brown,52,None,Married,Male,Film/video editor,None,Christian
1088,32,Thompson View,Samantha,Brown,15,None,NA,Female,Student,None,NA
1089,33,Thompson View,Sally,Preston,46,Head,Single,Female,Sports administrator,None,Methodist
1090,33,Thompson View,Conor,Butler,45,Partner,Single,Male,Multimedia specialist,None,None
1091,33,Thompson View,Christian,Preston,20,Son,Divorced,Male,Print production planner,None,Methodist
1092,33,Thompson View,Shane,Preston,14,Son,NA,Male,Student,None,NA
1093,33,Thompson View,Harry,Preston,10,Son,NA,Male,Student,None,NA
1094,34,Thompson View,Cheryl,Higgins,48,Head,Divorced,Female,Unemployed,None,Catholic
1095,34,Thompson View,Brett,Higgins,20,Son,Divorced,Male,"Teacher, adult education",None,None
1096,34,Thompson View,Howard,Higgins,20,Son,Divorced,Male,University Student,None,None
1097,34,Thompson View,Dale,Higgins,17,Son,NA,Male,Student,None,NA
1098,34,Thompson View,Leigh,Higgins,15,Son,NA,Male,Student,None,NA
1099,35,Thompson View,Rosemary,Pearce,43,Head,Married,Female,"Nurse, children's",None,Methodist
1100,35,Thompson View,Donald,Pearce,48,Husband,Married,Male,"Editor, commissioning",None,Methodist
1101,35,Thompson View,Ashleigh,Pearce,18,Daughter,Single,Female,Student,None,None
1102,35,Thompson View,Howard,Thomson-Pearce,15,Son,NA,Male,Student,None,NA
1103,35,Thompson View,Albert,Thomson-Pearce,11,Son,NA,Male,Student,None,NA
1104,36,Thompson View,Andrea,Reid,57,Head,Divorced,f,Unemployed,None,Christian
1105,36,Thompson View,Annette,Reid,16,Daughter,NA,Female,Student,None,NA
1106,36,Thompson View,Katherine,Reid,12,Daughter,NA,Female,Student,None,NA
1107,36,Thompson View,Jordan,Reid,6,Son,NA,Male,Student,None,NA
1108,36,Thompson View,Kirsty,Reid,3,Daughter,NA,Female,Child,None,NA
1109,37,Thompson View,Lorraine,Harrison,62,Head,Married,Female,"Surveyor, quantity",None,Christian
1110,37,Thompson View,Josh,Harrison,69,Husband,Married,Male,Retired Education administrator,None,Christian
1111,37,Thompson View,Allan,Harrison,31,Son,Single,Male,Fast food restaurant manager,None,Christian
1112,37,Thompson View,Barbara,Harrison,27,Daughter,Single,Female,Air cabin crew,None,Christian
1113,37,Thompson View,Damian,Harrison,26,Son,Single,Male,Ergonomist,None,Christian
1114,37,Thompson View,Damien,Harrison,22,Son,Single,Male,University Student,None,Christian
1115,37,Thompson View,Kathleen,Jackson-Harrison,20,Daughter,Single,Female,University Student,None,Christian
1116,37,Thompson View,Holly,Jackson-Harrison,16,Daughter,NA,Female,Student,None,NA
1117,37,Thompson View,Duncan,Jackson-Harrison,13,Son,NA,Male,Student,None,NA
1118,37,Thompson View,Victoria,Jackson-Harrison,11,Daughter,NA,Female,Student,None,NA
1119,38,Thompson View,Kathryn,Myers,52,Head,Single,Female,Hydrogeologist,None,Christian
1120,38,Thompson View,Dominic,Cameron,47,Partner,Single,Male,"Engineer, petroleum",None,None
1121,38,Thompson View,Elliot,Myers,14,Son,NA,Male,Student,None,NA
1122,38,Thompson View,Liam,Myers,14,Son,NA,Male,Student,None,NA
1123,38,Thompson View,Lisa,Myers,6,Daughter,NA,Female,Student,None,NA
1124,39,Thompson View,Lindsey,Nicholson,46,Head,Married,Female,Information officer,None,Christian
1125,39,Thompson View,Thomas,Nicholson,48,Husband,Married,Male,"Pharmacist, hospital",None,Christian
1126,39,Thompson View,Elaine,Nicholson,18,Daughter,Single,Female,Student,None,Christian
1127,39,Thompson View,Jennifer,Nicholson,18,Daughter,Single,Female,Student,None,Christian
1128,39,Thompson View,Pamela,Nicholson,14,Daughter,NA,Female,Student,None,NA
1129,40,Thompson View,Gemma,Middleton,46,Head,Single,Female,Public relations officer,None,None
1130,40,Thompson View,Hugh,Kennedy,48,Partner,Single,Male,Sports therapist,None,None
1131,40,Thompson View,Damian,Middleton,22,Son,Divorced,Male,University Student,None,None
1132,40,Thompson View,Joe,Middleton,20,Son,Divorced,Male,University Student,None,None
1133,40,Thompson View,Jenna,Middleton,3,Daughter,NA,Female,Child,None,NA
1134,41,Thompson View,Abigail,Bennett,60,Head,Single,Female,Claims inspector/assessor,None,Catholic
1135,41,Thompson View,Danny,Bennett,34,Adopted Son,Single,Male,Unemployed,None,Catholic
1136,42,Thompson View,Jonathan,Schofield,66,Head,Widowed,Male,Air cabin crew,None,None
1137,42,Thompson View,Katy,Murphy,20,Granddaughter,Divorced,Female,Oncologist,None,None
1138,42,Thompson View,Kathleen,Joyce,19,Granddaughter,Single,Female,"Scientist, physiological",None,None
1139,42,Thompson View,Leah,Joyce,18,Granddaughter,Divorced,Female,Student,None,None
1140,42,Thompson View,Emily,Cook,16,Granddaughter,NA,Female,Student,None,NA
1141,42,Thompson View,Marc,Stone,15,Grandson,NA,Male,Student,None,NA
1142,42,Thompson View,Gordon,Elliott,11,Grandson,NA,Male,Student,None,NA
1143,42,Thompson View,Fiona,Roberts-Elliott,9,Granddaughter,NA,Female,Student,None,NA
1144,42,Thompson View,Bradley,Roberts-Elliott,9,Grandson,NA,Male,Student,None,NA
1145,42,Thompson View,William,Griffin,6,Grandson,NA,Male,Student,None,NA
1146,42,Thompson View,Clifford,Griffin,6,Grandson,NA,Male,Student,None,NA
1147,42,Thompson View,Alexander,Walker,4,Grandson,NA,M,Child,None,NA
1148,42,Thompson View,Ian,Rogers,0,Grandson,NA,Male,Child,None,NA
1149,42,Thompson View,Marion,Willis,47,Lodger,Divorced,Female,Prison officer,None,Christian
1150,42,Thompson View,Joshua,Thompson,56,Sibling,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
1151,42,Thompson View,Tina,Hunt,56,Lodger,Single,Female,Graphic designer,None,None
1152,42,Thompson View,Nicole,Brown,18,Lodger,Single,Female,Student,None,NA
1153,42,Thompson View,Andrea,Dodd,37,Lodger,Single,female,Special educational needs teacher,None,None
1154,43,Thompson View,Robert,Hill,69,Head,Widowed,Male,"Retired Psychologist, clinical",None,Christian
1155,43,Thompson View,Stanley,Hill,25,Grandson,Single,Male,Chief Marketing Officer,None,Christian
1156,43,Thompson View,Tracy,Hill,21,Granddaughter,Divorced,Female,University Student,None,None
1157,43,Thompson View,Jemma,Hart,18,Granddaughter,Divorced,Female,Student,None,None
1158,43,Thompson View,Charlie,Powell,18,Grandson,Widowed,Male,Student,None,Christian
1159,44,Thompson View,Francesca,White,18,Head,Single,Female,University Student,None,None
1160,44,Thompson View,Alexandra,Heath,21,None,Single,Female,University Student,None,None
1161,44,Thompson View,Sally,Norton,18,None,Single,Female,University Student,None,NA
1162,44,Thompson View,Dominic,Wilson,20,None,Single, ,University Student,None,None
1163,44,Thompson View,Alexandra,Murphy,23,None,Single,Female,PhD Student,None,None
1164,45,Thompson View,Joshua,Marsh,34,Head,Married,Male,Medical physicist,None,None
1165,45,Thompson View,Diane,Marsh,30,Wife,Married,Female,Colour technologist,None,None
1166,45,Thompson View,Dennis,Benson,8,Step-Son,NA,Male,Student,None,NA
1167,45,Thompson View,Julia,Benson,5,Step-Daughter,NA,Female,Student,None,NA
1168,45,Thompson View,Hazel,Benson,4,Step-Daughter,NA,Female,Child,None,NA
1169,46,Thompson View,Maureen,Davies,46,Head,Married,Female,Oceanographer,None,Catholic
1170,46,Thompson View,Wayne,Davies,48,Husband,Married,M,Contracting civil engineer,None,Catholic
1171,46,Thompson View,Ricky,Davies,19,Son,Single,Male,University Student,None,Catholic
1172,46,Thompson View,Sylvia,Davies,17,Daughter,NA,Female,Student,None,NA
1173,46,Thompson View,Lydia,Davies,13,Daughter,NA,Female,Student,None,NA
1174,47,Thompson View,Stuart,McKenzie,20,Head,Single,Male,University Student,None,None
1175,47,Thompson View,Bernard,Morgan,18,None,Single,Male,Student,None,NA
1176,48,Thompson View,Jacob,Pickering,48,Head,Married,Male,Software engineer,None,None
1177,48,Thompson View,Anna,Pickering,43,Wife,Married,Female,Phytotherapist,None,None
1178,48,Thompson View,Oliver,Brown-Pickering,15,Son,NA,Male,Student,None,NA
1179,48,Thompson View,Katie,Brown-Pickering,15,Daughter,NA,Female,Student,None,NA
1180,48,Thompson View,Annette,Brown-Pickering,12,Daughter,NA,Female,Student,None,NA
1181,49,Thompson View,Stephanie,Jones,78,Head,Married,Female,"Retired Psychologist, forensic",None,Catholic
1182,49,Thompson View,Matthew,Jones,80,Husband,Married,Male,"Retired Investment banker, corporate",None,Catholic
1183,49,Thompson View,Kate,Jones,52,Daughter,Divorced,Female,"Surveyor, building control",None,Catholic
1184,49,Thompson View,Aimee,Jones,52,Daughter,Single,Female,Advertising account executive,None,Catholic
1185,49,Thompson View,Rachael,Jones,47,Daughter,Single,Female,"Geneticist, molecular",None,Catholic
1186,49,Thompson View,Jean,Jones,45,Daughter,Single,Female,"Geneticist, molecular",None,Catholic
1187,49,Thompson View,Mohamed,Jones,43,Son,Single,Male,Unemployed,None,None
1188,50,Thompson View,Vanessa,Lawrence,41,Head,Single,Female,Maintenance engineer,None,Muslim
1189,50,Thompson View,Lee,Birch,45,Partner,Single,Male,"Engineer, petroleum",None,Muslim
1190,50,Thompson View,Douglas,Lawrence,8,Son,NA,Male,Student,None,NA
1191,50,Thompson View,Tom,Lawrence,6,Son,NA,Male,Student,None,NA
1192,50,Thompson View,Nicole,Lawrence,4,Daughter,NA,Female,Child,None,NA
1193,1,Baker Drive,Victoria,Allen,34,Head,Married,Female,Unemployed,None,None
1194,1,Baker Drive,Connor,Allen,32,Husband,Married,Male,Private music teacher,None,None
1195,1,Baker Drive,Amanda,Allen,0,Daughter,NA,Female,Child,None,NA
1196,2,Baker Drive,Annette,Hunter,33,Head,Single,Female,Computer games developer,None,None
1197,3,Baker Drive,Lynn,King,35,Head,Married,Female,Soil scientist,None,Catholic
1198,3,Baker Drive,Duncan,King,40,Husband,Married,Male,Artist,None,Catholic
1199,3,Baker Drive,Oliver,King,6,Son,NA,Male,Student,None,NA
1200,4,Baker Drive,Rosie,Riley,21,Head,Divorced,Female,Metallurgist,None,Catholic
1201,5,Baker Drive,Tina,Gregory,18,Head,Single,Female,Student,None,NA
1202,5,Baker Drive,Kate,Long,43,None,Single,Female,Human resources officer,None,None
1203,6,Baker Drive,Donna,Cooper,72,Head,Widowed,Female,"Retired Lighting technician, broadcasting/film/video",None,None
1204,7,Baker Drive,Jeffrey,Lewis,35,Head,Single,Male,Chartered loss adjuster,None,Christian
1205,7,Baker Drive,Laura,Stevens,28,Partner,Single,Female,"Scientist, research (medical)",None,None
1206,8,Baker Drive,Andrea,Jones,44,Head,Divorced,Female,Unemployed,None,None
1207,8,Baker Drive,Victoria,Jones,24,Daughter,Divorced,Female,Commercial horticulturist,None,None
1208,9,Baker Drive,Shannon,Bates,36,Head,Single,Female,Heritage manager,None,Christian
1209,9,Baker Drive,Mohammed,Miah,35,Partner,Single,Male,Chief Marketing Officer,None,None
1210,9,Baker Drive,John,Bates,17,Son,NA,Male,Student,None,NA
1211,10,Baker Drive,Naomi,Daniels,58,Head,Divorced,Female,Insurance account manager,None,Christian
